"";"is_canceled";"lead_time";"children_babies";"booking_changes";"adr";"total_of_special_requests"
"17462";"0";14;0;0;30;0
"61965";"1";38;0;1;106,35;1
"15304";"0";3;0;0;44,5;0
"30869";"0";0;0;0;56;2
"42";"0";107;0;0;110,7;2
"55399";"1";70;0;0;93,6;1
"47586";"0";6;0;0;110;0
"20672";"1";27;0;0;52,5;1
"28311";"1";1;0;0;29,8;1
"102446";"0";2;0;0;179,1;1
"11059";"0";97;1;1;212,54;0
"57114";"1";54;0;0;79,2;1
"51737";"0";110;0;0;135;0
"16043";"1";18;0;0;38;0
"25878";"1";49;0;0;88,57;0
"64359";"1";212;0;0;89,1;1
"29299";"0";4;0;0;37,8;1
"5534";"0";10;0;0;57;0
"71414";"1";53;0;0;120;0
"31615";"0";3;0;1;82;0
"39816";"0";105;0;0;95;1
"40103";"0";62;0;0;115;3
"93226";"0";29;0;0;75;0
"1621";"1";132;0;0;82;2
"88553";"0";96;0;0;122,63;2
"684";"0";59;0;0;145;0
"48797";"0";223;0;0;134,1;1
"4740";"0";210;0;1;48,6;1
"94413";"0";0;0;0;95;0
"72093";"0";1;0;0;50;1
"104022";"0";14;0;0;107,1;2
"14093";"1";311;0;1;218,83;0
"74660";"0";49;0;0;68,53;0
"71046";"0";1;0;0;99;0
"75025";"0";39;0;0;58;0
"90922";"0";127;0;0;90;3
"84217";"0";5;0;0;96,3;0
"10561";"0";68;2;0;160;0
"17967";"0";2;0;0;61;0
"102809";"0";93;0;0;125;1
"67287";"1";437;1;0;89,25;1
"58647";"1";96;0;0;93,5;0
"103595";"0";206;0;0;107,1;4
"70150";"1";184;0;0;65;0
"100103";"0";138;1;0;72,42;1
"80192";"0";34;0;0;148,8;2
"103298";"0";156;0;0;91,75;1
"87338";"0";34;0;0;120;0
"39252";"0";31;0;0;85,5;0
"102426";"0";15;0;0;157;1
"43563";"0";119;0;1;65,66;1
"68938";"1";6;0;0;179,86;0
"8025";"0";0;0;0;37,8;1
"72071";"0";50;0;0;52;2
"65532";"1";63;0;0;62;0
"19688";"0";112;0;2;69,85;0
"103588";"0";186;0;0;78,44;1
"78856";"0";111;0;0;80,75;0
"56143";"1";181;0;0;59,91;0
"81076";"0";159;0;0;85;0
"3297";"1";259;0;0;41,4;1
"43885";"0";1;1;0;98,1;1
"635";"0";1;0;0;147;0
"52378";"1";100;0;0;135,9;2
"24486";"1";101;0;1;219;1
"96258";"0";98;1;1;90,1;1
"11031";"1";32;0;0;232;2
"23319";"1";12;0;0;135,91;1
"6906";"0";1;2;0;219;0
"6735";"0";23;2;0;232,25;0
"38896";"0";5;0;0;90;1
"34699";"0";40;0;0;80,47;1
"12099";"1";79;0;0;44;0
"27648";"1";249;0;1;34;0
"96074";"0";58;0;0;126;3
"92147";"0";33;0;1;100;2
"63990";"1";56;0;0;240;1
"85217";"0";18;0;0;89,75;0
"50403";"0";58;0;0;96,3;1
"91290";"0";52;0;0;122,4;1
"76388";"0";8;0;0;91,48;0
"78361";"0";30;0;0;75;0
"37627";"0";11;0;0;85,5;1
"85696";"0";6;0;0;160;0
"37663";"0";42;0;1;80;1
"51337";"1";267;0;0;122;2
"76954";"0";0;0;1;104;0
"60844";"1";11;0;0;190;0
"1865";"0";84;0;0;83,8;1
"1827";"0";90;0;0;99,5;1
"75004";"0";24;1;0;140,1;2
"46155";"0";105;0;0;62;0
"72852";"0";9;0;0;100,5;2
"101805";"0";191;0;0;147,9;1
"96315";"0";11;0;1;138,33;0
"91197";"0";255;0;0;131;2
"7104";"0";1;0;2;73,2;0
"100117";"0";3;0;0;190;1
"46044";"0";67;2;1;108,38;1
"80629";"0";8;0;0;151;1
"22297";"0";247;0;0;121,5;1
"39744";"0";132;0;1;98;0
"2681";"0";79;0;0;56,16;1
"78132";"0";31;0;0;109,65;0
"17663";"0";9;0;0;60;1
"47667";"0";166;0;0;110;0
"78123";"0";154;0;3;65;1
"9135";"1";65;0;0;68;0
"81556";"0";11;0;0;132,9;1
"56201";"1";0;0;0;138,6;0
"69638";"1";174;0;0;110,43;0
"23449";"1";249;0;0;141,05;0
"13930";"1";283;0;0;192;1
"20030";"1";49;0;0;48;0
"81506";"0";4;0;0;105,3;1
"2032";"0";53;0;0;59,4;1
"14668";"1";301;0;0;63,21;0
"60532";"1";45;0;0;129,6;1
"99636";"0";37;0;0;226,67;2
"79374";"0";1;0;0;119,85;2
"100403";"0";54;0;0;120;1
"47178";"0";242;0;0;100;0
"77503";"0";0;0;1;110;0
"65763";"1";46;0;0;62;0
"102493";"0";23;0;0;120;1
"61416";"1";98;0;0;125,1;0
"60178";"1";277;0;0;171;0
"68003";"1";59;0;0;170;0
"97260";"0";7;0;0;210;0
"13381";"1";325;0;0;134;0
"102138";"0";147;0;0;184,5;0
"102313";"0";180;0;0;130,5;0
"100850";"0";212;0;0;107,1;0
"96265";"0";298;0;1;90;0
"62153";"1";65;0;0;130;0
"42312";"0";3;0;0;64;0
"18720";"0";14;0;0;51;1
"59518";"1";475;0;0;166,5;1
"22630";"1";167;0;0;47,9;0
"20856";"0";191;0;0;59;0
"93806";"0";28;0;0;118;0
"96131";"0";4;0;0;153,33;1
"54249";"1";25;0;0;150;0
"69764";"1";63;0;0;90;0
"42879";"0";1;0;0;65,75;0
"6418";"0";0;0;0;199;0
"68597";"1";147;0;0;65;0
"52476";"1";59;0;0;95;0
"90173";"0";29;0;4;66,18;1
"46576";"0";136;0;0;105,3;0
"27162";"1";41;0;0;30;0
"49703";"0";31;0;0;208;0
"53333";"1";28;0;0;90;0
"11797";"0";69;0;0;250;0
"62871";"1";88;0;0;100;0
"71957";"0";25;0;0;106;0
"1068";"0";77;0;0;135;1
"28553";"1";137;0;0;43;1
"48249";"0";5;0;0;120;0
"36342";"0";170;0;3;210;3
"18355";"0";28;0;0;58;2
"37395";"0";180;0;0;90;0
"93052";"0";245;0;1;50,2;1
"59319";"1";457;0;0;109,8;0
"75973";"0";72;0;0;139,95;2
"90494";"0";86;0;0;126;2
"41165";"0";11;0;0;62;1
"89337";"0";32;0;0;75,27;2
"93579";"0";17;0;0;76,5;0
"11233";"0";204;0;0;183,75;1
"3559";"1";196;0;0;40;0
"103030";"0";29;2;0;270;2
"709";"0";30;0;0;107,2;0
"57080";"1";176;0;0;108;0
"42462";"0";2;0;0;94;0
"21711";"0";225;0;0;45;0
"47100";"0";123;0;0;159,3;0
"40858";"0";4;0;0;108;0
"49177";"0";0;0;0;80,75;0
"46914";"0";114;0;0;113,05;1
"37872";"0";205;0;0;94,5;0
"84929";"0";45;0;0;126,9;0
"45216";"0";61;0;0;111;0
"19819";"0";232;0;1;58;0
"102982";"0";66;0;0;98,1;0
"61639";"1";280;0;0;130;0
"91046";"0";106;0;0;88,4;2
"94830";"0";11;0;0;128;0
"53408";"1";212;0;0;118,8;0
"58088";"1";250;0;0;12;0
"75327";"0";65;0;0;96,3;1
"22050";"1";40;0;0;57,6;0
"50721";"1";75;0;0;151;1
"83954";"0";11;0;0;85,5;0
"86649";"0";1;1;1;116,55;0
"28763";"1";184;0;1;76,11;3
"82964";"0";85;0;0;99,45;0
"32288";"0";9;0;0;102;0
"89160";"0";55;0;0;75;0
"70042";"1";143;0;0;92,5;2
"35193";"0";2;1;1;228,75;0
"81307";"0";133;0;0;96,9;1
"22651";"1";28;0;0;64,9;0
"90839";"0";25;0;0;97;1
"3145";"0";4;0;0;72;0
"45240";"0";203;0;0;89;0
"38856";"0";16;0;1;84;1
"43906";"0";312;0;1;130,22;2
"82370";"0";4;0;0;79;0
"68668";"1";158;0;0;85;0
"61248";"1";74;2;0;240;0
"21440";"1";9;0;0;72,75;0
"71622";"1";272;0;0;90,23;1
"28309";"1";7;0;0;35,12;2
"98765";"0";202;0;0;96,32;1
"67854";"1";10;0;0;200;0
"25688";"1";29;0;2;151;1
"35345";"0";53;0;0;130;0
"63465";"1";26;0;0;156,6;0
"75569";"0";88;0;0;150,33;0
"66015";"1";98;0;0;101,5;0
"59639";"1";192;0;0;140;0
"98321";"0";123;0;0;105;1
"103959";"0";205;0;0;72,42;1
"43704";"0";7;0;0;79;0
"61511";"1";15;0;0;220,5;0
"81094";"0";91;0;0;93,5;0
"57552";"1";30;0;0;95;0
"56725";"1";178;0;1;115,6;1
"18323";"1";38;0;0;71;0
"9598";"1";168;0;0;89;0
"29866";"0";1;0;0;43;0
"27219";"1";350;0;0;30,71;0
"76567";"0";6;0;0;91,44;1
"13089";"1";321;0;0;134;0
"52886";"1";49;0;0;98,1;1
"50206";"1";3;0;1;80,75;1
"42172";"0";0;0;0;70;1
"16933";"0";14;2;0;95;1
"95877";"0";133;0;0;85,59;2
"75379";"0";6;1;0;71,2;1
"69069";"1";336;0;0;147;0
"26865";"1";51;0;0;56,73;0
"26971";"1";231;2;0;100;0
"17358";"0";38;0;0;61;0
"66094";"1";102;0;0;62;0
"86945";"0";166;0;2;91,63;1
"42082";"0";11;0;0;52,85;1
"45988";"0";297;0;0;96;0
"83487";"0";181;1;4;134,52;2
"1019";"1";9;0;0;184,45;0
"21844";"0";266;0;1;52,2;2
"49990";"1";44;0;0;64;0
"85459";"0";62;0;2;129,81;1
"41973";"0";34;0;0;65;0
"81170";"0";132;0;0;116,27;1
"45690";"0";1;0;0;60,59;0
"35318";"0";80;0;0;104,85;0
"9933";"0";56;0;0;115;2
"58521";"1";454;2;0;230;0
"98231";"0";84;0;0;118,5;0
"6657";"1";28;0;0;231;0
"16356";"0";1;0;0;38,7;0
"102570";"0";0;1;0;179;0
"80091";"0";192;0;1;95;0
"68833";"1";163;0;0;96,3;5
"10063";"0";74;0;0;175;0
"30430";"0";2;0;2;48;2
"35205";"0";114;0;0;79,2;0
"16306";"0";16;0;0;30,5;1
"12152";"0";140;0;0;142;0
"82734";"0";136;0;0;150,3;1
"55519";"1";210;1;0;113,78;1
"79307";"0";122;0;0;90,67;1
"29508";"0";167;0;0;45;0
"6526";"0";5;0;0;256;0
"80015";"0";1;0;0;76,92;1
"21311";"1";468;0;1;49;1
"3526";"1";235;0;0;33,26;0
"1218";"0";46;1;1;191,67;1
"89545";"0";44;0;1;95;0
"79203";"0";14;0;0;106,2;0
"15431";"1";342;0;0;35;0
"57792";"1";280;0;0;97,2;0
"56355";"0";225;0;0;85;1
"84073";"0";77;0;0;90,9;0
"40752";"0";40;0;0;170;0
"92354";"0";0;1;0;70;0
"71194";"1";137;0;0;58;0
"51062";"1";83;0;0;92,25;0
"13579";"1";241;0;0;134;0
"6840";"0";3;0;0;139;2
"101062";"0";219;0;0;107,1;2
"89339";"0";9;0;0;75,9;2
"22490";"1";12;0;1;109,2;2
"41105";"0";4;0;0;94,5;2
"27454";"1";318;0;2;61,8;1
"21676";"0";224;0;0;72,75;0
"83712";"0";24;0;0;141;2
"38810";"0";171;0;0;62;0
"65014";"1";7;0;0;125;0
"82970";"0";30;0;0;103,5;2
"30550";"1";92;0;0;107;2
"62416";"1";17;0;0;105;0
"49554";"0";18;0;0;121,55;0
"11988";"1";100;0;0;297;2
"18099";"1";33;0;0;42;0
"47548";"0";272;0;0;62;0
"76805";"0";9;0;0;100;0
"73301";"0";19;0;1;71,52;1
"74641";"0";53;0;0;83,92;1
"8433";"0";0;0;0;37,8;1
"35908";"0";0;0;1;272;0
"57523";"1";41;0;0;62;0
"3996";"0";15;0;0;85;0
"22912";"1";0;0;0;75,8;0
"102106";"0";7;0;0;160;1
"3818";"0";33;0;0;84;0
"26617";"1";96;0;0;88;2
"28208";"1";281;0;0;80;0
"49942";"1";1;0;0;80,75;0
"6380";"0";1;1;1;216;1
"8493";"0";9;0;1;55,8;2
"81907";"0";71;0;0;120,8;3
"67767";"1";320;0;0;116,5;2
"8088";"0";2;0;0;84,6;0
"22852";"1";179;0;0;94;0
"51696";"1";8;0;0;70;0
"14897";"1";221;0;0;74,93;0
"21553";"1";40;0;0;70;0
"64646";"1";93;0;0;116,67;0
"24324";"0";364;0;0;145,2;1
"96904";"0";28;0;0;103,5;0
"73920";"0";38;0;0;69,5;0
"81440";"0";66;0;0;99,45;0
"7968";"0";39;0;0;37,8;1
"85743";"0";1;0;0;179;2
"69189";"1";10;0;0;75;0
"94652";"0";56;0;0;97,2;0
"7263";"1";63;0;0;119;0
"10095";"0";74;2;0;207;1
"100882";"0";18;1;0;192;2
"23166";"1";292;0;1;171;1
"44736";"0";2;1;0;155;1
"190";"1";67;0;0;73,8;1
"63253";"1";28;0;0;107,1;0
"31010";"0";0;0;0;87;0
"29397";"0";122;0;0;55;0
"18655";"1";13;0;0;58;1
"45672";"0";32;0;0;82,45;0
"62011";"1";38;0;0;119,03;1
"67750";"1";28;0;0;118;1
"100750";"0";169;0;3;107,1;0
"85206";"0";8;0;0;125,1;2
"26107";"1";112;0;3;66;2
"92566";"0";50;0;0;88;0
"15509";"1";262;0;0;47;1
"41210";"0";3;0;0;70;0
"82566";"0";184;0;0;125,1;2
"70585";"1";33;0;0;81;0
"57389";"1";198;0;0;75;0
"93298";"0";94;0;0;93,6;1
"94903";"0";63;0;0;75;0
"98995";"0";8;0;0;200;2
"75047";"0";48;0;0;71,3;0
"72470";"0";2;0;0;130;1
"93438";"0";1;0;1;98;0
"27084";"1";333;0;0;32,8;0
"76156";"0";1;0;0;88,5;1
"97116";"0";26;0;0;133;0
"72466";"0";0;0;0;67;1
"41530";"0";79;0;0;70;0
"18992";"0";36;0;0;26,1;0
"77952";"0";0;0;2;65;0
"99678";"0";23;0;0;109;1
"41318";"0";72;0;0;72,75;0
"13067";"1";314;0;0;39;0
"102621";"0";186;0;0;71,1;0
"53588";"0";144;0;0;95;0
"26792";"1";221;0;0;55;0
"96259";"0";236;0;0;113,4;1
"2076";"0";17;0;0;73;1
"45294";"0";31;0;0;70;0
"4634";"0";0;0;0;85;0
"53389";"1";211;0;0;96;0
"35931";"0";182;1;1;147,33;1
"103605";"0";22;2;0;200,4;1
"3686";"1";159;0;0;77,25;0
"47816";"0";62;0;0;100;0
"74191";"0";27;0;0;129,5;4
"4252";"0";5;0;0;86;0
"69948";"1";195;0;0;80,1;1
"52334";"1";142;2;0;195,53;0
"15310";"1";256;0;0;44,5;0
"29774";"0";14;0;0;99;2
"103513";"0";91;0;0;150;1
"103232";"0";156;1;0;104,4;0
"37240";"0";192;0;0;76,5;2
"50836";"1";393;0;0;138,14;0
"31993";"0";4;0;0;64;1
"84204";"0";231;0;0;111,6;0
"103857";"0";115;1;1;195;3
"102245";"0";274;1;1;204,6;1
"32100";"0";14;0;0;40,95;1
"26555";"1";239;0;0;37,31;1
"23743";"1";336;0;1;241;1
"9074";"0";63;0;2;42;2
"72189";"0";2;0;0;68,5;2
"62096";"1";146;1;0;162;0
"73902";"0";26;0;0;65,4;0
"76925";"0";109;0;0;77,03;1
"19104";"1";64;0;0;60;0
"76212";"0";69;0;1;95;0
"24100";"1";198;1;1;242,33;1
"18770";"0";21;0;1;34,4;0
"97741";"0";53;0;0;168,08;2
"90768";"0";5;0;0;79,2;1
"67053";"1";106;0;0;75;0
"22577";"1";109;0;0;51,85;0
"23853";"1";197;0;1;111,8;0
"85886";"0";110;0;0;150,45;1
"103494";"0";134;0;0;125;2
"17579";"0";0;0;0;44,8;1
"27110";"1";471;0;0;81;2
"18408";"0";0;0;0;29;0
"29149";"1";167;0;0;30;1
"233";"1";103;0;0;65,42;0
"7548";"0";25;0;2;68;0
"40885";"0";34;0;0;111,33;1
"21668";"0";224;0;0;46;0
"100624";"0";0;0;0;136;1
"67463";"1";41;0;0;90;0
"51675";"1";9;0;0;118,8;0
"54584";"1";54;0;0;77,44;1
"96282";"0";145;2;0;195;0
"55740";"1";9;0;0;92,91;3
"45111";"0";0;0;0;130,05;0
"7534";"1";27;0;1;66;0
"59768";"1";166;0;0;126,65;1
"102977";"0";143;1;0;148,5;0
"77184";"0";40;0;0;99;1
"2226";"0";13;0;0;53;1
"7535";"0";25;0;1;60;0
"14634";"1";301;0;2;189;0
"24288";"0";364;0;0;253;1
"739";"1";40;0;0;240;0
"100047";"0";125;1;0;135;2
"70655";"1";94;0;0;95;0
"69873";"1";69;0;0;99,45;0
"20819";"1";50;0;0;80,81;0
"24047";"1";157;0;0;185,96;1
"63393";"1";64;1;0;287,5;1
"55136";"1";153;0;0;62,8;0
"63080";"1";134;0;0;119,4;0
"54265";"1";28;0;1;6;0
"86633";"0";10;0;0;85;1
"57823";"1";106;0;0;80;0
"38662";"0";336;0;1;72,5;0
"62574";"1";59;0;0;90;0
"29773";"0";3;0;1;35;0
"30262";"0";0;0;0;54;0
"3691";"0";189;0;1;96,8;0
"81423";"0";135;0;0;72,25;0
"75484";"0";9;0;0;104;0
"8754";"0";55;0;1;48;1
"31695";"0";2;0;0;66;0
"744";"1";71;0;0;134;0
"14063";"1";304;0;1;218,6;0
"103517";"0";219;0;0;122,7;1
"50663";"1";18;0;0;80;0
"91996";"0";29;0;1;65;0
"97023";"0";26;0;0;115;0
"8720";"0";1;0;0;37,8;1
"57343";"1";126;0;0;160;0
"52942";"1";18;0;0;62;0
"46672";"0";2;1;0;135,15;2
"17984";"0";13;0;0;110;1
"66394";"1";70;0;0;62;0
"62132";"1";3;0;0;130;0
"99163";"0";211;0;0;107,1;0
"13465";"1";360;0;0;97,1;1
"44866";"0";1;0;0;82,45;1
"90740";"0";292;0;0;70;0
"89960";"0";64;0;0;104;2
"92989";"0";58;0;0;95,4;1
"82157";"0";191;1;0;65;2
"62175";"1";52;0;0;105;0
"1901";"0";116;0;0;93,86;0
"57739";"1";21;0;0;62;0
"99501";"0";24;0;0;89;0
"102291";"0";465;0;0;112,67;1
"102569";"0";192;0;2;120,83;0
"70742";"1";206;0;0;60;0
"99084";"0";77;0;0;159;2
"35708";"0";242;0;1;156;0
"52895";"0";123;0;0;90;0
"24412";"1";68;0;0;199;1
"101442";"0";148;0;0;116,1;0
"94695";"0";46;0;0;125,8;2
"73626";"0";5;0;0;101;0
"3551";"1";267;0;0;35;0
"15381";"1";342;0;0;50;0
"3140";"0";245;0;0;72;0
"258";"0";35;2;0;149,4;0
"34502";"0";7;0;0;54;1
"4313";"0";48;2;0;121;0
"94266";"0";35;0;1;110;1
"92647";"0";22;0;0;67,15;1
"39129";"0";250;0;0;65;0
"46677";"0";274;0;0;76,58;1
"20054";"1";15;0;0;48;1
"54144";"1";27;0;0;89;0
"97548";"0";56;0;0;100,8;0
"67990";"1";210;0;0;170;0
"63992";"1";99;0;0;130,5;0
"7622";"0";0;0;0;141,7;1
"1704";"0";5;0;0;146;0
"89044";"0";40;0;0;120,9;2
"47128";"0";2;0;1;120;0
"21734";"1";100;0;0;78,25;2
"92729";"0";1;0;0;108;0
"40470";"0";4;0;0;145,8;2
"82517";"0";198;0;0;128;2
"21231";"1";54;0;0;49,5;0
"30156";"0";262;0;0;35,11;1
"9607";"0";72;0;0;60;1
"64890";"1";33;0;3;190;2
"2581";"0";6;0;1;43,2;2
"2023";"0";5;0;0;67;0
"73175";"0";10;0;3;81;0
"51020";"1";31;0;0;92,86;0
"42631";"0";3;0;0;75;0
"24417";"1";22;0;2;160;1
"42185";"0";3;0;0;70;0
"69107";"1";229;0;0;120;2
"4586";"0";101;0;0;85;0
"8462";"0";47;0;0;55,8;2
"100388";"0";16;1;0;200;2
"88834";"0";34;0;0;145;0
"30110";"1";468;0;0;46,08;0
"86699";"0";7;0;0;85;0
"2339";"1";118;1;0;45,55;2
"37104";"0";172;0;0;101,75;0
"4798";"0";182;0;0;67;0
"44805";"0";110;0;0;85,85;1
"18279";"0";22;0;0;29;0
"92078";"0";154;2;1;144,5;2
"44889";"0";38;0;2;79;0
"80242";"0";2;0;0;127;0
"63683";"1";68;0;0;107,1;0
"93984";"0";26;0;0;88;1
"58676";"1";59;0;2;109,8;0
"41987";"0";132;0;0;62;0
"35165";"0";3;0;0;129,72;2
"62619";"1";45;0;0;170;1
"42489";"0";132;0;0;72,25;1
"73921";"0";49;0;0;103;1
"9753";"0";14;0;0;147;0
"22298";"1";172;0;0;171;1
"102979";"0";174;0;0;139,5;1
"98272";"0";153;0;1;215,55;1
"65672";"1";117;0;0;62;0
"63554";"1";38;0;0;110;0
"48471";"0";48;0;0;90;0
"70830";"0";7;0;0;75;0
"68511";"1";107;0;0;114;3
"8559";"1";0;0;0;55,8;1
"34351";"0";62;1;1;99,25;2
"96560";"0";38;1;1;190;2
"37235";"0";83;0;0;76,5;0
"80250";"0";0;0;0;171,2;0
"87063";"0";0;0;0;108;3
"68520";"1";107;0;0;159,75;1
"62187";"1";53;0;0;170;0
"69763";"1";16;0;0;90;0
"55737";"1";180;0;0;82,11;0
"58711";"1";181;0;0;85;0
"60237";"1";1;0;0;80;0
"38525";"0";174;0;1;75;0
"80393";"0";36;2;0;209,1;2
"55901";"1";386;0;3;77,76;2
"82177";"0";168;1;0;159;1
"38324";"0";229;0;0;83,2;1
"53012";"0";298;0;0;80;0
"36133";"0";322;0;0;154,38;2
"51881";"1";281;0;0;130;0
"31363";"0";65;2;0;105;1
"49744";"1";4;0;0;62;0
"86829";"0";163;0;0;100,8;0
"12689";"0";11;0;1;30;0
"18193";"1";34;0;0;58;2
"91969";"0";148;0;0;74,8;1
"88949";"0";119;0;0;130,9;1
"52169";"0";265;0;0;110;0
"25911";"1";181;0;1;119,1;0
"66164";"1";50;0;0;62;0
"48565";"0";45;0;0;130;0
"69406";"1";182;0;0;70;0
"59738";"1";23;0;0;117;2
"47827";"0";8;0;0;100;0
"76827";"0";84;0;0;102,43;1
"55832";"1";61;0;0;81,6;2
"78901";"0";142;0;0;115,84;1
"6577";"0";19;0;0;189;2
"52072";"1";99;0;0;120;0
"14768";"1";260;0;0;117,2;1
"52094";"0";122;0;0;65;0
"56474";"1";120;0;0;80;0
"53514";"1";160;0;0;133;0
"6088";"0";37;0;0;160,93;0
"22941";"1";16;0;0;189;0
"29074";"1";38;0;0;69;1
"76533";"0";2;0;0;80,75;0
"1636";"0";0;0;0;131;0
"25266";"1";64;0;0;144,14;1
"45244";"0";203;0;1;85,5;1
"2931";"0";126;0;0;24,95;1
"13760";"1";260;0;0;134;0
"89553";"0";54;0;0;104,67;0
"57733";"1";155;0;0;100,3;0
"97622";"0";210;0;0;173,7;1
"8696";"0";4;0;0;46,8;1
"101495";"0";414;0;0;114,4;1
"28586";"1";134;0;0;37,8;2
"85720";"0";67;0;0;95;0
"4810";"1";240;0;1;50;0
"75278";"0";58;0;0;110,75;1
"10738";"1";164;0;0;115,74;0
"81840";"0";12;0;0;79,26;0
"85378";"0";0;0;0;159;1
"78515";"0";107;0;0;135;2
"57790";"1";280;0;0;79,2;0
"73782";"0";30;2;1;242,33;2
"65868";"1";165;0;0;80;0
"27568";"1";125;0;0;64,52;1
"62259";"1";59;0;0;140;0
"29772";"0";0;0;1;40;0
"103937";"0";22;0;1;95,5;0
"11478";"1";100;0;0;172,8;2
"85528";"0";112;0;0;112,2;1
"33120";"0";10;0;0;55;1
"71855";"0";0;0;0;115;0
"56511";"1";184;0;2;117,81;0
"20339";"1";45;0;1;72;1
"55316";"1";108;0;4;79,2;1
"19559";"1";202;0;0;34,4;0
"7392";"0";12;0;0;79;0
"2602";"1";25;0;1;48;0
"90259";"0";271;0;0;71,64;0
"65047";"1";163;2;0;189;1
"19640";"0";103;0;0;74;1
"3733";"0";162;0;0;84;0
"82280";"0";301;0;1;90;0
"61742";"1";28;0;0;100;0
"52587";"1";11;0;0;140,4;0
"19148";"0";0;0;0;46,4;2
"36588";"0";1;0;0;271;2
"23622";"1";3;0;0;214,33;1
"54737";"1";172;0;0;79,2;2
"94535";"0";6;0;0;128,7;0
"57869";"1";440;0;0;105;0
"100605";"0";107;0;0;126;0
"8447";"0";4;0;0;43;1
"57172";"1";224;0;0;79,2;2
"41988";"0";34;0;0;62;0
"17087";"0";221;0;0;61;1
"14493";"1";323;0;0;57;0
"11325";"1";105;0;0;220;0
"32808";"0";102;0;0;62;0
"50926";"0";89;0;2;100,12;0
"88902";"0";62;0;0;75;0
"70023";"1";150;0;0;95;0
"50086";"1";9;0;0;96,9;0
"60988";"1";96;0;0;160;0
"9706";"0";68;0;0;83,43;0
"86097";"0";151;0;0;117;0
"26023";"1";14;0;0;55;0
"104188";"0";239;0;0;96,25;0
"60242";"1";489;1;0;189;2
"103128";"0";0;0;0;209;0
"96210";"0";82;0;0;114;1
"95341";"0";1;0;0;118;0
"31390";"0";81;0;0;40;0
"32365";"0";5;0;0;197,33;0
"58499";"1";191;0;0;102,6;0
"21891";"1";182;0;0;80,85;0
"64844";"1";66;0;0;139,5;0
"57197";"1";69;0;0;96,9;0
"2630";"1";18;1;0;32,62;1
"81413";"0";111;0;0;94,5;1
"13189";"1";281;0;0;35;0
"77528";"0";9;0;0;101,52;2
"61378";"1";131;0;0;115;0
"67976";"1";115;0;1;170;0
"14655";"1";301;0;0;114;0
"47885";"0";87;0;0;62;0
"28782";"1";204;0;0;101;0
"78153";"0";3;0;0;110;0
"63363";"1";243;0;0;89,1;1
"1743";"0";6;0;0;71,2;0
"88772";"0";3;0;0;140,88;2
"62763";"1";8;0;0;105;0
"49978";"1";43;0;0;143,7;0
"34315";"0";46;0;0;147;1
"67492";"1";169;0;1;79,02;0
"61531";"1";149;0;0;126;0
"81960";"0";92;0;0;99,9;1
"7672";"1";34;0;1;49;0
"66890";"1";83;0;0;60;0
"15802";"0";19;0;0;80,8;2
"49604";"1";16;0;0;70,44;0
"68374";"1";27;0;0;65;0
"57463";"1";208;0;0;74,8;0
"87845";"0";228;0;0;166,5;2
"28773";"1";311;0;4;83,6;1
"22536";"0";248;0;1;112,5;0
"86146";"0";25;0;0;139;1
"103893";"0";46;0;4;98,4;1
"8466";"0";6;0;0;37,8;0
"43788";"0";6;0;0;112,67;0
"58858";"1";37;0;0;166;0
"73614";"0";5;0;0;86;1
"91892";"0";15;0;0;135,5;0
"102724";"0";21;0;0;159;0
"65712";"1";30;0;0;62;0
"76550";"0";101;0;0;96,3;1
"94007";"0";11;0;0;95,4;0
"52475";"1";82;0;0;95;0
"84465";"0";74;0;0;109,8;3
"21714";"0";225;0;1;38,5;0
"82756";"0";144;0;1;12;0
"2474";"1";7;0;0;48;0
"66624";"1";87;0;0;60;0
"97589";"0";1;0;0;95;0
"73250";"0";19;0;0;87;0
"15385";"1";342;0;0;56;0
"97401";"0";122;0;3;143;3
"83013";"0";101;0;0;113,56;0
"33550";"0";2;0;0;54;0
"80081";"0";265;0;0;95;0
"16456";"0";5;0;1;45;1
"53456";"1";68;0;0;102,06;0
"17772";"1";34;0;0;71;1
"54153";"1";27;1;0;107,1;0
"39473";"0";235;0;0;65;0
"85938";"0";294;1;0;91,12;0
"86235";"0";17;0;0;134,78;1
"42142";"0";4;0;0;75;0
"15009";"0";273;0;0;42,5;0
"58504";"1";275;0;0;140;0
"92866";"0";116;0;0;60,98;1
"86262";"0";80;0;0;119;1
"26073";"1";61;0;1;55,1;0
"38312";"0";61;0;0;109;0
"7596";"0";0;0;2;68;0
"62575";"1";41;0;0;90;0
"69404";"1";13;0;0;70;0
"23563";"1";211;0;0;223;1
"99528";"0";156;0;0;178,5;1
"12312";"1";98;0;0;43,2;0
"90037";"0";35;0;1;65;0
"76128";"0";3;0;1;96,3;1
"26089";"1";194;0;0;55,1;0
"76558";"0";58;0;1;95;0
"8860";"1";17;0;0;75;0
"67426";"1";218;0;0;100;0
"101433";"0";15;2;1;243,96;1
"77090";"0";0;0;2;136,46;1
"29252";"1";72;0;0;100;1
"67416";"1";183;0;0;98;0
"94302";"0";2;0;0;110,7;1
"14728";"1";364;0;0;52,15;2
"73326";"0";3;0;0;81;0
"18975";"0";0;0;0;40;0
"94594";"0";47;0;0;97,2;0
"19833";"0";172;0;6;40;1
"100230";"0";3;0;0;95;0
"91120";"0";0;0;0;111,6;2
